"","header","cite","chamber_senate","judges_names","judge1","judge2","judge3","link_decision"
"3133","Beschluss vom 24. Februar 2009 - 1 BvQ 5/09","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 24. Februar 2009 
- 1 BvQ 5/09 -, Rn. (1-5),http://www.bverfg.de/e/qk20090224_1bvq000509.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Bryde, Schluckebier","den Präsidenten Papier","und die Richter Bryde,","Schluckebier","http://www.bverfg.de/e/qk20090224_1bvq000509.html"
"3134","Beschluss vom 23. Februar 2009 - 2 BvQ 7/09","BVerfG, Beschluss der 3. Kammer des Zweiten Senats vom 23. Februar 2009 
- 2 BvQ 7/09 -, Rn. (1-3),http://www.bverfg.de/e/qk20090223_2bvq000709.html","hat die 3. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Voßkuhle, den Richter Mellinghoff und die Richterin Lübbe-Wolff","den Vizepräsidenten Voßkuhle,","den Richter Mellinghoff","und die Richterin Lübbe-Wolff","http://www.bverfg.de/e/qk20090223_2bvq000709.html"
"3135","Beschluss vom 20. Februar 2009 - 1 BvR 2266/04","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 20. Februar 2009 
- 1 BvR 2266/04 -, Rn. (1-29),http://www.bverfg.de/e/rk20090220_1bvr226604.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Eichberger, Masing","den Präsidenten Papier","und die Richter Eichberger,","Masing","http://www.bverfg.de/e/rk20090220_1bvr226604.html"
"3136","Beschluss vom 19. Februar 2009 - 2 BvR 287/09","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 19. Februar 2009 
- 2 BvR 287/09 -, Rn. (1-19),http://www.bverfg.de/e/rk20090219_2bvr028709.html","hat die 2. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Richter Di Fabio, die Richterin Lübbe-Wolff und den Richter Landau","den Richter Di Fabio,","die Richterin Lübbe-Wolff","und den Richter Landau","http://www.bverfg.de/e/rk20090219_2bvr028709.html"
"3137","Beschluss vom 19. Februar 2009 - 2 BvR 191/09","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 19. Februar 2009 
- 2 BvR 191/09 -, Rn. (1-6),http://www.bverfg.de/e/rk20090219_2bvr019109.html","hat die 2. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","die Richter Broß, Di Fabio und Landau","die Richter Broß,","Di Fabio","und Landau","http://www.bverfg.de/e/rk20090219_2bvr019109.html"
"3138","Beschluss vom 18. Februar 2009 - 1 BvR 3076/08","BVerfG, Beschluss des Ersten Senats vom 18. Februar 2009 
- 1 BvR 3076/08 -, Rn. (1-74),http://www.bverfg.de/e/rs20090218a_1bvr307608.html","hat das Bundesverfassungsgericht - Erster
      Senat - unter Mitwirkung der Richterin und Richter ","Präsident Papier, Hohmann-Dennhardt, Bryde, Gaier, Eichberger, Schluckebier, Kirchhof, Masing","Präsident Papier,","Hohmann-Dennhardt,","Bryde,","http://www.bverfg.de/e/rs20090218a_1bvr307608.html"
"3139","Beschluss vom 18. Februar 2009 - 1 BvR 1334/07","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 18. Februar 2009 
- 1 BvR 1334/07 -, Rn. (1-12),http://www.bverfg.de/e/rk20090218_1bvr133407.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Eichberger, Masing","den Präsidenten Papier","und die Richter Eichberger,","Masing","http://www.bverfg.de/e/rk20090218_1bvr133407.html"
"3140","Beschluss vom 18. Februar 2009 - 2 BvC 9/04","BVerfG, Beschluss des Zweiten Senats vom 18. Februar 2009 
- 2 BvC 9/04 -, Rn. (1-32),http://www.bverfg.de/e/cs20090218_2bvc000904.html","hat das Bundesverfassungsgericht - Zweiter
      Senat - unter Mitwirkung der Richterinnen und Richter ","Vizepräsident Voßkuhle, Broß, Osterloh, Di Fabio, Mellinghoff, Lübbe-Wolff, Gerhardt, Landau","Vizepräsident Voßkuhle,","Broß,","Osterloh,","http://www.bverfg.de/e/cs20090218_2bvc000904.html"
"3141","Beschluss vom 18. Februar 2009 - 2 BvC 6/03","BVerfG, Beschluss des Zweiten Senats vom 18. Februar 2009 
- 2 BvC 6/03 -, Rn. (1-24),http://www.bverfg.de/e/cs20090218_2bvc000603.html","hat das Bundesverfassungsgericht - Zweiter
      Senat - unter Mitwirkung der Richterinnen und Richter ","Vizepräsident Voßkuhle, Broß, Osterloh, Di Fabio, Mellinghoff, Lübbe-Wolff, Gerhardt, Landau","Vizepräsident Voßkuhle,","Broß,","Osterloh,","http://www.bverfg.de/e/cs20090218_2bvc000603.html"
"3142","Beschluss vom 18. Februar 2009 - 1 BvR 3076/08","BVerfG, Beschluss des Ersten Senats vom 18. Februar 2009 
- 1 BvR 3076/08 -, Rn. (1-1),http://www.bverfg.de/e/rs20090218_1bvr307608.html","hat das Bundesverfassungsgericht - Erster
      Senat - unter Mitwirkung der Richterin und Richter ","Präsident Papier, Hohmann-Dennhardt, Bryde, Gaier, Eichberger, Schluckebier, Kirchhof, Masing","Präsident Papier,","Hohmann-Dennhardt,","Bryde,","http://www.bverfg.de/e/rs20090218_1bvr307608.html"
"3143","Beschluss vom 17. Februar 2009 - 2 BvR 1372/07","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 17. Februar 2009 
- 2 BvR 1372/07 -, Rn. (1-35),http://www.bverfg.de/e/rk20090217_2bvr137207.html","hat die 2. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","die Richter Broß, Di Fabio und Landau","die Richter Broß,","Di Fabio","und Landau","http://www.bverfg.de/e/rk20090217_2bvr137207.html"
"3144","Beschluss vom 17. Februar 2009 - 1 BvR 3078/07","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 17. Februar 2009 
- 1 BvR 3078/07 -, Rn. (1-4),http://www.bverfg.de/e/rk20090217_1bvr307807.html","  ","hat die 1. Kammer des Ersten Senats des Bundesverfassungsgerichts durch den Präsidenten Papier und die Richter Eichberger, Masing gemäß § 93b in Verbindung mit § 93a BVerfGG in der Fassung der Bekanntmachung vom 11. August 1993 (BGBl I S. 1473) am 17. Februar 2009 einstimmig beschlossen:","hat die 1. Kammer des Ersten Senats des","Bundesverfassungsgerichts durch","den Präsidenten Papier","http://www.bverfg.de/e/rk20090217_1bvr307807.html"
"3145","Beschluss vom 17. Februar 2009 - 1 BvR 216/07","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 17. Februar 2009 - 1 BvR 216/07,http://www.bverfg.de/e/rk20090217_1bvr021607.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Bryde, Schluckebier","den Präsidenten Papier","und die Richter Bryde,","Schluckebier","http://www.bverfg.de/e/rk20090217_1bvr021607.html"
"3146","Beschluss vom 17. Februar 2009 - 1 BvR 2492/08","BVerfG, Beschluss des Ersten Senats vom 17. Februar 2009 
- 1 BvR 2492/08 -, Rn. (1-139),http://www.bverfg.de/e/rs20090217_1bvr249208.html","hat das Bundesverfassungsgericht - Erster
      Senat - unter Mitwirkung der Richterin und Richter ","Präsident Papier, Hohmann-Dennhardt, Bryde, Gaier, Eichberger, Schluckebier, Kirchhof, Masing","Präsident Papier,","Hohmann-Dennhardt,","Bryde,","http://www.bverfg.de/e/rs20090217_1bvr249208.html"
"3147","Beschluss vom 16. Februar 2009 - 2 BvR 161/09","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 16. Februar 2009 
- 2 BvR 161/09 -, Rn. (1-1),http://www.bverfg.de/e/rk20090216_2bvr016109.html","hat die 2. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","die Richter Broß, Di Fabio und Landau","die Richter Broß,","Di Fabio","und Landau","http://www.bverfg.de/e/rk20090216_2bvr016109.html"
"3148","Beschluss vom 11. Februar 2009 - 1 BvR 3582/08","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 11. Februar 2009 
- 1 BvR 3582/08 -, Rn. (1-24),http://www.bverfg.de/e/rk20090211_1bvr358208.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Bryde, Schluckebier","den Präsidenten Papier","und die Richter Bryde,","Schluckebier","http://www.bverfg.de/e/rk20090211_1bvr358208.html"
"3149","Beschluss vom 11. Februar 2009 - 1 BvR 1644/07","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 11. Februar 2009 
- 1 BvR 1644/07 -, Rn. (1-6),http://www.bverfg.de/e/rk20090211_1bvr164407.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Eichberger, Masing","den Präsidenten Papier","und die Richter Eichberger,","Masing","http://www.bverfg.de/e/rk20090211_1bvr164407.html"
"3150","Beschluss vom 11. Februar 2009 - 1 BvR 142/09","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 11. Februar 2009 
- 1 BvR 142/09 -, Rn. (1-12),http://www.bverfg.de/e/rk20090211_1bvr014209.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","die Richterin Hohmann-Dennhardt und die Richter Gaier, Masing","die Richterin Hohmann-Dennhardt","und die Richter Gaier,","Masing","http://www.bverfg.de/e/rk20090211_1bvr014209.html"
"3151","Beschluss vom 10. Februar 2009 - 1 BvR 1232/07","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 10. Februar 2009 
- 1 BvR 1232/07 -, Rn. (1-39),http://www.bverfg.de/e/rk20090210_1bvr123207.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Bryde, Schluckebier","den Präsidenten Papier","und die Richter Bryde,","Schluckebier","http://www.bverfg.de/e/rk20090210_1bvr123207.html"
"3152","Beschluss vom 09. Februar 2009 - 2 BvC 11/04","BVerfG, Beschluss des Zweiten Senats vom 09. Februar 2009 
- 2 BvC 11/04 -, Rn. (1-19),http://www.bverfg.de/e/cs20090209_2bvc001104.html","hat das Bundesverfassungsgericht - Zweiter
      Senat - unter Mitwirkung der Richterinnen und Richter ","Vizepräsident Voßkuhle, Broß, Osterloh, Di Fabio, Mellinghoff, Lübbe-Wolff, Gerhardt, Landau","Vizepräsident Voßkuhle,","Broß,","Osterloh,","http://www.bverfg.de/e/cs20090209_2bvc001104.html"
"3153","Beschluss vom 05. Februar 2009 - 1 BvR 1631/04","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 05. Februar 2009 
- 1 BvR 1631/04 -, Rn. (1-34),http://www.bverfg.de/e/rk20090205_1bvr163104.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","die Richterin Hohmann-Dennhardt und die Richter Gaier, Kirchhof","die Richterin Hohmann-Dennhardt","und die Richter Gaier,","Kirchhof","http://www.bverfg.de/e/rk20090205_1bvr163104.html"
"3154","Beschluss vom 04. Februar 2009 - 2 BvR 1533/08","BVerfG, Beschluss der 3. Kammer des Zweiten Senats vom 04. Februar 2009 
- 2 BvR 1533/08 -, Rn. (1-19),http://www.bverfg.de/e/rk20090204_2bvr153308.html","hat die 3. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Voßkuhle, den Richter Mellinghoff und die Richterin Lübbe-Wolff","den Vizepräsidenten Voßkuhle,","den Richter Mellinghoff","und die Richterin Lübbe-Wolff","http://www.bverfg.de/e/rk20090204_2bvr153308.html"
"3155","Beschluss vom 04. Februar 2009 - 2 BvR 455/08","BVerfG, Beschluss der 3. Kammer des Zweiten Senats vom 04. Februar 2009 
- 2 BvR 455/08 -, Rn. (1-39),http://www.bverfg.de/e/rk20090204_2bvr045508.html","hat die 3. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Voßkuhle, den Richter Mellinghoff und die Richterin Lübbe-Wolff","den Vizepräsidenten Voßkuhle,","den Richter Mellinghoff","und die Richterin Lübbe-Wolff","http://www.bverfg.de/e/rk20090204_2bvr045508.html"
"3156","Beschluss vom 04. Februar 2009 - 1 BvR 3365/08","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 04. Februar 2009 
- 1 BvR 3365/08 -, Rn. (1-14),http://www.bverfg.de/e/rk20090204_1bvr336508.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Bryde, Schluckebier","den Präsidenten Papier","und die Richter Bryde,","Schluckebier","http://www.bverfg.de/e/rk20090204_1bvr336508.html"
"3157","Beschluss vom 04. Februar 2009 - 1 BvL 8/05","BVerfG, Beschluss des Ersten Senats vom 04. Februar 2009 
- 1 BvL 8/05 -, Rn. (1-101),http://www.bverfg.de/e/ls20090204_1bvl000805.html","hat das Bundesverfassungsgericht - Erster
      Senat - unter Mitwirkung der Richterin und Richter ","Präsident Papier, Hohmann-Dennhardt, Bryde, Gaier, Eichberger, Schluckebier, Kirchhof, Masing","Präsident Papier,","Hohmann-Dennhardt,","Bryde,","http://www.bverfg.de/e/ls20090204_1bvl000805.html"
"3158","Urteil vom 03. Februar 2009 - 2 BvL 54/06","BVerfG, Urteil des Zweiten Senats vom 03. Februar 2009 
- 2 BvL 54/06 -, Rn. (1-115),http://www.bverfg.de/e/ls20090203_2bvl005406.html","hat das Bundesverfassungsgericht - Zweiter
      Senat - unter Mitwirkung der Richterinnen und Richter ","Vizepräsident Voßkuhle, Broß, Osterloh, Di Fabio, Mellinghoff, Lübbe-Wolff, Gerhardt, Landau","Vizepräsident Voßkuhle,","Broß,","Osterloh,","http://www.bverfg.de/e/ls20090203_2bvl005406.html"
"3159","Beschluss vom 02. Februar 2009 - 1 BvR 2553/08","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 02. Februar 2009 
- 1 BvR 2553/08 -, Rn. (1-29),http://www.bverfg.de/e/rk20090202_1bvr255308.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","die Richterin Hohmann-Dennhardt und die Richter Gaier, Kirchhof","die Richterin Hohmann-Dennhardt","und die Richter Gaier,","Kirchhof","http://www.bverfg.de/e/rk20090202_1bvr255308.html"
"3160","Beschluss vom 21. Januar 2009 - 1 BvR 2594/06","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 21. Januar 2009 
- 1 BvR 2594/06 -, Rn. (1-8),http://www.bverfg.de/e/rk20090121_1bvr259406.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Bryde, Schluckebier","den Präsidenten Papier","und die Richter Bryde,","Schluckebier","http://www.bverfg.de/e/rk20090121_1bvr259406.html"
"3161","Beschluss vom 21. Januar 2009 - 1 BvR 2524/06","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 21. Januar 2009 
- 1 BvR 2524/06 -, Rn. (1-55),http://www.bverfg.de/e/rk20090121_1bvr252406.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Bryde, Schluckebier","den Präsidenten Papier","und die Richter Bryde,","Schluckebier","http://www.bverfg.de/e/rk20090121_1bvr252406.html"
"3162","Beschluss vom 21. Januar 2009 - 1 BvR 58/09","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 21. Januar 2009 
- 1 BvR 58/09 -, Rn. (1-6),http://www.bverfg.de/e/rk20090121_1bvr005809.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Bryde, Schluckebier","den Präsidenten Papier","und die Richter Bryde,","Schluckebier","http://www.bverfg.de/e/rk20090121_1bvr005809.html"
"3163","Beschluss vom 15. Januar 2009 - 2 BvR 2487/08","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 15. Januar 2009 
- 2 BvR 2487/08 -, Rn. (1-1),http://www.bverfg.de/e/rk20090115_2bvr248708.html","hat die 2. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","die Richter Broß, Di Fabio und Landau","die Richter Broß,","Di Fabio","und Landau","http://www.bverfg.de/e/rk20090115_2bvr248708.html"
"3164","Beschluss vom 15. Januar 2009 - 2 BvR 2044/07","BVerfG, Beschluss des Zweiten Senats vom 15. Januar 2009 
- 2 BvR 2044/07 -, Rn. (1-149),http://www.bverfg.de/e/rs20090115_2bvr204407.html","hat das Bundesverfassungsgericht - Zweiter
      Senat - unter Mitwirkung der Richterinnen und Richter ","Vizepräsident Voßkuhle, Broß, Osterloh, Di Fabio, Mellinghoff, Lübbe-Wolff, Gerhardt, Landau","Vizepräsident Voßkuhle,","Broß,","Osterloh,","http://www.bverfg.de/e/rs20090115_2bvr204407.html"
"3165","Beschluss vom 15. Januar 2009 - 2 BvC 4/04","BVerfG, Beschluss des Zweiten Senats vom 15. Januar 2009 
- 2 BvC 4/04 -, Rn. (1-37),http://www.bverfg.de/e/cs20090115_2bvc000404.html","hat das Bundesverfassungsgericht - Zweiter
      Senat - unter Mitwirkung der Richterinnen und Richter ","Vizepräsident Voßkuhle, Broß, Osterloh, Di Fabio, Mellinghoff, Lübbe-Wolff, Gerhardt, Landau","Vizepräsident Voßkuhle,","Broß,","Osterloh,","http://www.bverfg.de/e/cs20090115_2bvc000404.html"
"3166","Beschluss vom 14. Januar 2009 - 2 BvR 1492/08","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 14. Januar 2009 
- 2 BvR 1492/08 -, Rn. (1-38),http://www.bverfg.de/e/rk20090114_2bvr149208.html","hat die 2. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","die Richter Broß, Di Fabio und Landau","die Richter Broß,","Di Fabio","und Landau","http://www.bverfg.de/e/rk20090114_2bvr149208.html"
"3167","Beschluss vom 12. Januar 2009 - 1 BvR 3113/08","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 12. Januar 2009 
- 1 BvR 3113/08 -, Rn. (1-24),http://www.bverfg.de/e/rk20090112_1bvr311308.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Bryde, Schluckebier","den Präsidenten Papier","und die Richter Bryde,","Schluckebier","http://www.bverfg.de/e/rk20090112_1bvr311308.html"
"3168","Beschluss vom 09. Januar 2009 - 2 BvR 1064/08","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 09. Januar 2009 
- 2 BvR 1064/08 -, Rn. (1-27),http://www.bverfg.de/e/rk20090109_2bvr106408.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","die Richterin Osterloh, den Richter Mellinghoff und den Richter Gerhardt","die Richterin Osterloh,","den Richter Mellinghoff","und den Richter Gerhardt","http://www.bverfg.de/e/rk20090109_2bvr106408.html"
"3169","Beschluss vom 08. Januar 2009 - 1 BvR 755/08","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 08. Januar 2009 
- 1 BvR 755/08 -, Rn. (1-25),http://www.bverfg.de/e/rk20090108_1bvr075508.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Bryde, Schluckebier","den Präsidenten Papier","und die Richter Bryde,","Schluckebier","http://www.bverfg.de/e/rk20090108_1bvr075508.html"
"3170","Beschluss vom 07. Januar 2009 - 1 BvR 2959/07","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 07. Januar 2009 - 1 BvR 2959/07,http://www.bverfg.de/e/rk20090107_1bvr295907.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","die Richterin Hohmann-Dennhardt und die Richter Gaier, Kirchhof","die Richterin Hohmann-Dennhardt","und die Richter Gaier,","Kirchhof","http://www.bverfg.de/e/rk20090107_1bvr295907.html"
"3171","Beschluss vom 07. Januar 2009 - 1 BvR 2523/08","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 07. Januar 2009 
- 1 BvR 2523/08 -, Rn. (1-5),http://www.bverfg.de/e/rk20090107_1bvr252308.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Bryde, Schluckebier","den Präsidenten Papier","und die Richter Bryde,","Schluckebier","http://www.bverfg.de/e/rk20090107_1bvr252308.html"
"3172","Beschluss vom 07. Januar 2009 - 1 BvR 312/08","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 07. Januar 2009 
- 1 BvR 312/08 -, Rn. (1-35),http://www.bverfg.de/e/rk20090107_1bvr031208.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Eichberger, Masing","den Präsidenten Papier","und die Richter Eichberger,","Masing","http://www.bverfg.de/e/rk20090107_1bvr031208.html"
"3173","Beschluss vom 07. Januar 2009 - 1 BvL 2/05","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 07. Januar 2009 
- 1 BvL 2/05 -, Rn. (1-30),http://www.bverfg.de/e/lk20090107_1bvl000205.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","die Richterin Hohmann-Dennhardt und die Richter Gaier, Kirchhof","die Richterin Hohmann-Dennhardt","und die Richter Gaier,","Kirchhof","http://www.bverfg.de/e/lk20090107_1bvl000205.html"
"3174","Beschluss vom 19. Dezember 2008 - 2 BvR 380/08","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 19. Dezember 2008 
- 2 BvR 380/08 -, Rn. (1-13),http://www.bverfg.de/e/rk20081219_2bvr038008.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Voßkuhle, die Richterin Osterloh und den Richter Mellinghoff","den Vizepräsidenten Voßkuhle,","die Richterin Osterloh","und den Richter Mellinghoff","http://www.bverfg.de/e/rk20081219_2bvr038008.html"
"3175","Beschluss vom 19. Dezember 2008 - 2 BvR 627/08","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 19. Dezember 2008 
- 2 BvR 627/08 -, Rn. (1-12),http://www.bverfg.de/e/rk20081219_2bvr062708.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Voßkuhle, die Richterin Osterloh und den Richter Mellinghoff","den Vizepräsidenten Voßkuhle,","die Richterin Osterloh","und den Richter Mellinghoff","http://www.bverfg.de/e/rk20081219_2bvr062708.html"
"3176","Beschluss vom 18. Dezember 2008 - 1 BvR 1824/04","BVerfG, Beschluss des Ersten Senats vom 18. Dezember 2008 
- 1 BvR 1824/04 -, Rn. (1-2),http://www.bverfg.de/e/rk20081218_1bvr182404.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Bryde, Schluckebier","den Präsidenten Papier","und die Richter Bryde,","Schluckebier","http://www.bverfg.de/e/rk20081218_1bvr182404.html"
"3177","Beschluss vom 18. Dezember 2008 - 1 BvR 2604/06","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 18. Dezember 2008 
- 1 BvR 2604/06 -, Rn. (1-36),http://www.bverfg.de/e/rk20081218_1bvr260406.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","die Richterin Hohmann-Dennhardt und die Richter Gaier, Kirchhof","die Richterin Hohmann-Dennhardt","und die Richter Gaier,","Kirchhof","http://www.bverfg.de/e/rk20081218_1bvr260406.html"
"3178","Beschluss vom 18. Dezember 2008 - 2 BvR 1438/07","BVerfG, Beschluss der 3. Kammer des Zweiten Senats vom 18. Dezember 2008 
- 2 BvR 1438/07 -, Rn. (1-15),http://www.bverfg.de/e/rk20081218_2bvr143807.html","hat die 3. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Richter Mellinghoff, die Richterin Lübbe-Wolff und den Richter Gerhardt","den Richter Mellinghoff,","die Richterin Lübbe-Wolff","und den Richter Gerhardt","http://www.bverfg.de/e/rk20081218_2bvr143807.html"
"3179","Beschluss vom 17. Dezember 2008 - 1 BvR 177/08","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 17. Dezember 2008 
- 1 BvR 177/08 -, Rn. (1-17),http://www.bverfg.de/e/rk20081217_1bvr017708.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","die Richterin Hohmann-Dennhardt und die Richter Gaier, Kirchhof","die Richterin Hohmann-Dennhardt","und die Richter Gaier,","Kirchhof","http://www.bverfg.de/e/rk20081217_1bvr017708.html"
"3180","Beschluss vom 17. Dezember 2008 - 1 BvR 992/08","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 17. Dezember 2008 
- 1 BvR 992/08 -, Rn. (1-19),http://www.bverfg.de/e/rk20081217_1bvr099208.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","die Richterin Hohmann-Dennhardt und die Richter Gaier, Kirchhof","die Richterin Hohmann-Dennhardt","und die Richter Gaier,","Kirchhof","http://www.bverfg.de/e/rk20081217_1bvr099208.html"
"3181","Beschluss vom 17. Dezember 2008 - 1 BvR 1369/08","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 17. Dezember 2008 
- 1 BvR 1369/08 -, Rn. (1-18),http://www.bverfg.de/e/rk20081217_1bvr136908.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","die Richterin Hohmann-Dennhardt und die Richter Gaier, Kirchhof","die Richterin Hohmann-Dennhardt","und die Richter Gaier,","Kirchhof","http://www.bverfg.de/e/rk20081217_1bvr136908.html"
"3182","Beschluss vom 15. Dezember 2008 - 1 BvR 69/08","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 15. Dezember 2008 
- 1 BvR 69/08 -, Rn. (1-20),http://www.bverfg.de/e/rk20081215_1bvr006908.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Eichberger, Masing","den Präsidenten Papier","und die Richter Eichberger,","Masing","http://www.bverfg.de/e/rk20081215_1bvr006908.html"
"3183","Beschluss vom 15. Dezember 2008 - 1 BvR 347/08","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 15. Dezember 2008 
- 1 BvR 347/08 -, Rn. (1-22),http://www.bverfg.de/e/rk20081215_1bvr034708.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Bryde, Schluckebier","den Präsidenten Papier","und die Richter Bryde,","Schluckebier","http://www.bverfg.de/e/rk20081215_1bvr034708.html"
"3184","Beschluss vom 15. Dezember 2008 - 1 BvR 1404/04","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 15. Dezember 2008 
- 1 BvR 1404/04 -, Rn. (1-37),http://www.bverfg.de/e/rk20081215_1bvr140404.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Eichberger, Masing","den Präsidenten Papier","und die Richter Eichberger,","Masing","http://www.bverfg.de/e/rk20081215_1bvr140404.html"
"3185","Beschluss vom 15. Dezember 2008 - 2 BvR 1656/08","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 15. Dezember 2008 
- 2 BvR 1656/08 -, Rn. (1-34),http://www.bverfg.de/e/rk20081215_2bvr165608.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Voßkuhle, die Richterin Osterloh und den Richter Mellinghoff","den Vizepräsidenten Voßkuhle,","die Richterin Osterloh","und den Richter Mellinghoff","http://www.bverfg.de/e/rk20081215_2bvr165608.html"
